RD-Source-ID	RD-Type	Title	Date	Language	Extent	Repository	RD-URL	Abstract
24593.xml	ArchivalResource	Jeanne Button and MacDonald Eaton designs and papers 	1950-2015	English	48 boxes, 7 oversize folders; 14 linear feet	The New York Public Library. Billy Rose Theatre Division.	http://archives.nypl.org/the/24593.xml	Jeanne Button (1930-2017) designed costumes for Broadway and Off-Broadway productions, as well as for dance, opera, film, and television. Her second husband, MacDonald Eaton (1929-2013), was a set and production designer for television and stage, as well as a painter. The Jeanne Button and MacDonald Eaton designs and papers, dating from 1950 to 2015, document Button's and Eaton's designs, careers, and art, as well as the career of Button's son, actor Raphael Sbarge.
29909.xml	ArchivalResource	Obi Egbuna papers 	1960-2014; 1966-1986	English	7 boxes; 2.62 linear feet	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/29909.xml	The Obi Egbuna papers consist of the personal papers and manuscripts of this Nigerian novelist, short-story writer, and political activist.
29910.xml	ArchivalResource	Reginald Walker collection 	1977-1989	English	3 boxes; 0.88 linear feet	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/29910.xml	This collection consists of the personal papers and artwork of Reginald Walker, known for artists' books constructed using ancient techniques and decorated with various alphabets and symbols.
24818.xml	ArchivalResource	Sarah Yardley Beers family papers 	1807-1983	English	2 boxes, 3 volumes, 1 oversize folder; 1.35 linear feet	The New York Public Library. Manuscripts and Archives Division.	http://archives.nypl.org/mss/24818.xml	Sarah Yardley Beers (1876-1946) was the great-niece of abolitionist James Miller McKim (1810-1874) and his wife Sarah A. McKim (1813-1891). Born in North Carolina, Sarah McKim Yardley was the daughter of Ellen Mulvany (1843-1924) of Millersville, Pennsylvania and William Buckman Yardley (1848-1885) of Pennsylvania and Delaware. Her mother married Edwin Ruthven Armstrong in 1886. In 1904 Sarah McKim Yardley married businessman Louis Gilbert Beers (1862-1935). Sarah Yardley Beers, as she was known, was a member of the Daughters of the American Revolution and an officer of the Broad Seal Chapter of Trenton, New Jersey. The Sarah Yardley Beers family papers, 1807-1983, comprise her genealogical correspondence and research papers relating to her maternal ancestry, particularly the McKim, Miller and Mulvany families of Pennsylvania; her mother's school autograph album and photograph album; family photographs and certificates; clippings and ephemera; and a Bible containing Miller family data and her parents' wedding certificate. Also present is a small amount of genealogical correspondence of her son Yardley Beers, 1965 and 1983; an engraved portrait of Lucy McKim Garrison by Gustav Kruell, circa 1890s; and printed materials.
25285.xml	ArchivalResource	Louise Evans Briggs-Hall theatre collection 	1941-1992		1 folder (31 items)	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/25285.xml	Louise Evans Briggs-Hall (1921-1992), born in St. Louis, Missouri was the first African-American woman to become a member of the United Scenic Artists, Local USA 829 in the early 1950s. She began her career directing children's theatre with the Children's Theatre of Evanston, the Thalian Society and the Chicago Park District. She later added stage scenic production, costume and lighting design to her list of accomplishments. Considered an African-American pioneer in the field of costume and set design, Briggs-Hall also directed theatrical productions such as &quot;The Life We Live&quot; and was designer and technical director for productions such as &quot;As You Like It&quot; and &quot;George Washington Slept Here.&quot;. The Louise Evans Briggs-Hall Theatre Collection consists of funeral programs (1992), playbills, flyers, and reviews for productions directed and designed by Briggs-Hall. Additionally, there are materials that relate to the United Scenic Artists' Costume Designer's exam (1952-1954), and various identification cards, some relating to her professional memberships.
24831.xml	ArchivalResource	Truman Capote papers regarding "Houston Diary" 	1973-1974	English	2 boxes; .46 linear feet	The New York Public Library. Manuscripts and Archives Division.	http://archives.nypl.org/mss/24831.xml	Truman Capote (1924-1984) was a celebrated American author whose major works include Other Voices, Other Rooms; Breakfast at Tiffany's; and In Cold Blood. John O'Shea (John Matthew O'Shea, 1929-2014) was a married Long Island banker who became Truman Capote's lover and business manager in the early summer of 1973. The Truman Capote papers regarding &quot;Houston Diary,&quot; 1973-1974, consist of materials pertaining to Capote's writing interest in the mass murders committed in Houston, Texas by Dean Corll, discovered in August 1973, and his intended coverage of the 1974 trial of Elmer Wayne Henley, one of Corll's accomplices. Capote's trial coverage was to be syndicated by the Washington Post under the title &quot;Houston Diary,&quot; but the project did not come to fruition. The collection, created in part and apparently maintained by John O'Shea, contains letters received by Truman Capote from members of the press; two holograph manuscripts by Truman Capote relating to the Washington Post project; O'Shea's business papers concerning publishing negotiations, chiefly with the Post; a scrapbook of newspaper and magazine clippings; loose clippings; and photographs. Correspondents include Washington Post editor Ben Bradlee and Village Voice journalist Arthur Bell.
24602.xml	ArchivalResource	Stan Applebaum papers 	1940-2007	English	25 containers, 1 volume; 6.54 linear feet	The New York Public Library. Music Division.	http://archives.nypl.org/mus/24602.xml	Stanley Applebaum (1922-2019) was an arranger and composer who was highly active in the New York City popular and commercial music industry from the 1940s to the early 2000s. Among his clients were Skitch Henderson, the New York Pops, Ben E. King, Neil Sedaka, and the Broadway musical Raggedy Ann. Applebaum papers, which date from 1940 to 2007, are comprised primarily of scores for his arrangements, orchestrations, compositions, and commercial advertising; and sound recordings of his music for radio and television advertising. Business letters and contracts are also present.
29911.xml	ArchivalResource	Sean O'Casey letter to [J. H. Perrin?] 	1926 November 18		.1 linear feet (1 folder)	The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.	http://archives.nypl.org/brg/29911.xml	Autograph letter signed &quot;Sean&quot; (2 pages), from Irish playwright and theater critic Sean O'Casey to &quot;Johnnie,&quot; 1926 November 18. After giving an amusing account of the burglary of his London apartment building and its aftermath, O'Casey attends to business matters regarding amateur productions of his work, and difficulties with J. B. Fagan. He ends the letter with the expectation that it will be a long time before he returns to Dublin. The letter is written on stationery addressed 32, Clareville Street, Kensington, S.W. 7. The recipient is likely J. H. (John H.) Perrin, Secretary of the Irish National Theatre Society and business manager of the Abbey Theatre
25656.xml	ArchivalResource	Richard E. Stenhouse, Sr. papers 	1943 - 1990; 1943 - 1984	EnglishEnglish		The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/25656.xml	The Richard E. Stenhouse, Sr. Papers, 1943-1990 document his career as a minister, college instructor and administrator, and missionary and administrator in the United Church Board for World Ministries, one of the largest church missionary organizations in the world. The collection is arranged in four series with the bulk dates spanning the 1940s through the 1980s. Stenhouse's correspondence, sermons, and presentation notes consistently include mentions of people, places, and events that detail the history, areas of convergence and divergence among the experiences of the peoples of Africa and African descendent peoples in the United States.
24576.xml	ArchivalResource	Jean Stein papers 	1916-2016	English	282 boxes, 4 volumes; 122.13 linear feet	The New York Public Library. Manuscripts and Archives Division.	http://archives.nypl.org/mss/24576.xml	Jean Stein (1934-2017) was an American author, oral historian, editor, and philanthropist. She worked as an editor at The Paris Review, under George Plimpton, and co-edited the literary and visual arts magazine Grand Street with Walter Hopps. She was married to William vanden Heuvel and Torsten Wiesel. The Jean Stein papers (1916-2016) document Stein's career and life. The works most extensively represented are Stein's oral history biography of the American actress and Andy Warhol muse, Edie Sedgwick, Edie: An American Biography, (1982); and the oral history West of Eden: An American Place, which focused on five families and individuals Stein considered essential to the history of Los Angeles. Personal files, which include letters Stein received from novelist William Faulkner, document Stein's childhood of wealth and privilege as a the daughter of talent agent and MCA founder, Jules Stein; and her adult life as a member of New York's intellectual elite.
25287.xml	ArchivalResource	Carnegie-Myrdal Study of the Negro in America research memoranda collection: additions 	1940-1942		6 items (1 folder)	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/25287.xml	The Carnegie-Myrdal Study of the Negro in America, also known as the &quot;Carnegie-Myrdal Research Memoranda&quot; is a comprehensive study of African Americans researched by a team of African-American and white social scientists. The study was sponsored by the Carnegie Corporation in 1939 for the purpose of providing the background for Gunnar Myrdal's book, &quot;An American Dilemma&quot; (New York: Harper Brother Publisher, 1944). The collection consists of six items relating to the Carnegie-Myrdal study, &quot;The Negro in America.&quot; Included is Gunnar Myrdal's draft of his preface to the first edition of the book, &quot;An American Dilemma&quot; (1941). A letter from Walter White (1940) to Attorney Carol Weis King requesting her participation in the study; Ms. King's response and her completed questionnaire is also included.
24833.xml	ArchivalResource	Remarks occassioned [sic] by poetry : typescript with corrections / E. Estlin Cummings 	1916 May 29		1 item ([1], 13 leaves); 27 x 21 cm	The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.	http://archives.nypl.org/brg/24833.xml	Edward Estlin Cummings was an American poet, novelist, playwright and essayist. He was a graduate of Harvard University (B.A. 1915, M.A. 1916). Le Baron Russell Briggs (1855-1934) was a professor, dean, and college president at Harvard University. E.E. Cummings submitted this unpublished academic essay, &quot;Remarks Occassioned [sic] by Poetry&quot; for a course he took at Harvard with Le Baron Russell Briggs, History and Principles of English Versification (&quot;English 16&quot;). Cummings places his literary analysis in the context of an entertaining conversation with a spirit, the discussion ranging from Beowulf to the modernists of his own time. Aside from the notation of a spelling error in the title, emendations appear to be made by Cummings. The designation &quot;1G&quot; after Cummings's name identifies him as a first-year student in the Graduate School of Arts and Sciences
24832.xml	ArchivalResource	Ann Petry papers 	1920-2012	English	39 boxes, 5 oversize folders; 19.12 linear feet	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/24832.xml	The Ann Petry papers document the professional, social, and family life of writer Ann Petry (1908-1997). With the publication of her 1946 debut novel titled, The Street, Petry became the first US black woman author to sell over a million copies. The collection consists of personal and professional correspondence, manuscripts, clippings and printed matter, and personal memorabilia.
25286.xml	ArchivalResource	Guichard Parris collection 	1936-1983		1.4 lin. ft.	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/25286.xml	Guichard Parris was director of public relations of the National Urban League from 1944-1968. Born in Guadeloupe, Parris held degrees from Amherst College and Columbia University. He taught at three colleges (1930-1936), then became director of the Negro Affairs National Youth Administration Region I (1939-1942). The bulk of his career was spent at the National Urban League in New York before becoming a consultant for urban affairs for Underwood Jordan Associates (1968-1978). Parris served as president of The Schomburg Corporation (1984-1986). The bulk of the Guichard Parris Collection is comprised of photocopies of research material and biographical information Parris compiled for a translation of nineteenth century French abolitionist Bishop Henri Gregoire's &quot;De la litterature des Nègres.&quot; In addition, there is a scrapbook and printed matter from the New York Urban League (1950s) as well as some personal papers.
24588.xml	ArchivalResource	Michael Friedman papers 	1980-2018	English	11 boxes; 3.87 linear feet	The New York Public Library. Billy Rose Theatre Division.	http://archives.nypl.org/the/24588.xml	Michael Friedman (1975-2017) was an American theater composer and lyricist, best known for works such as Bloody Bloody Andrew Jackson, Pretty Filthy, and The Fortress of Solitude. He was also a co-founder of The Civilians, a theatrical troupe. The Michael Friedman papers, dating from 1980 to 2018, document the composer's career and development, mainly from the late 1990s to his death in 2017. Friedman's life and work is revealed through project files, notes, scores, letters, cards, school papers, business records, clippings, programs, photographs, and sound and video recordings.
24834.xml	ArchivalResource	Áu revoir a l'art -- Period 394 : autograph manuscript 	1944 November 16		1 item (1 leaf); 27 x 21 cm	The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.	http://archives.nypl.org/brg/24834.xml	Jack Kerouac (1922-1969) was an American Beat novelist, essayist, and poet. The collection consists of an autograph manuscript (1 leaf) containing Jack Kerouac's notes or journal entry entitled &quot;Áu Revoir a l'Art .... Period 394,&quot; dated Nov. 16, 1944. The entry begins &quot;I wrote close to half a million words since 1939, when I first began to write.&quot; It goes on to describe his recent literary output, and his thoughts on art and the quest for &quot;self-ultimacy.&quot; On the other side of the lined sheet, printed as graph paper, Kerouac has charted a numerical grid for &quot;Periods of My Life,&quot; Mar. 12, 1922 - Dec. 31, 1946, noting &quot;Death&quot; as period 432, and &quot;Now&quot; as period 394
28388.xml	ArchivalResource	Lou Reed Collection of Books and Periodicals 	1960-2012; undated	Multiple languagesEnglish, German, French, Italian, Portuguese, Japanese	34 boxes; 9.5 linear feet	The New York Public Library. Music Division.	http://archives.nypl.org/mus/28388.xml	Lou Reed was a singer, guitarist, and songwriter who co-founded the band the Velvet Underground, in addition to performing and recording as a solo artist. The Lou Reed Collection of Books and Periodicals consist of published books and periodicals from Lou Reed's personal library. Many of the books were written by Reed or relate to his career, while others were books on a range of topics in literature, the arts, and hobbies. The majority of the periodicals contain articles or artwork by or about Reed, or about the arts and literature that inspired him.
24264.xml	ArchivalResource	Kathleen Collins papers 	1924-2015; 1962-1988	EnglishThe majority of the material is in English, but there is some correspondence in French.	11 boxes; 3.87 linear feet	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/24264.xml	Kathleen Collins (1941-1988) was a playwright, filmmaker, director, novelist, short story writer, and professor of film history and production. Her papers include personal matter, correspondence, printed matter, and various drafts of her writing.
24846.xml	ArchivalResource	Alfredo Valente negatives 	1934-1958	English	17 boxes; 7.67 linear feet	The New York Public Library. Jerome Robbins Dance Division.	http://archives.nypl.org/dan/24846.xml	Alfredo Valente (1899-1973) was an Italian-born American photographer. Valente's trademark style was his portraits of costumed performers which used artistic camera angles and dramatic lighting. The Alfredo Valente negatives are comprised primarily of black and white negatives and some proofs created between 1934 through 1958. The majority of photographs are of American Ballet Theatre and Ballet Russe de Monte Carlo. Other companies represented are Agnes de Mille Dance Theatre, Ballet for America, Ballet International, Jooss Ballet, and notable individual dancers such as La Argentinita, Katherine Dunham, and Ruth St. Denis.
24885.xml	ArchivalResource	Barbara Newman dance interviews 	1975-2010	English	7 boxes; 2.92 linear feet	The New York Public Library. Jerome Robbins Dance Division.	http://archives.nypl.org/dan/24885.xml	The Barbara Newman dance interviews, dating from 1975 to 2010, were conducted by Barbara Newman in preparation for her ballet publications: Striking a Balance: Dancers Talk About Dancing(1982, revised edition 1992), Never Far From Dancing (Part II of Striking a Balance, 2014), Grace Under Pressure: Passing Dance Through Time(2003), and Antoinette Sibley: Reflections of a Ballerina (1986). The collection holds paper transcripts and audio tapes.
24891.xml	ArchivalResource	Yachting diary of Jane, Lady Shelley 			108 manuscript pages (137 total leaves) + 1 insert; illustrations (mostly colored); 24 cm	The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.	http://archives.nypl.org/cps/24891.xml	Jane, Lady Shelley, née Gibson, other married name St. John. She was the wife of Sir Percy Florence Shelley, son of the English poet Percy Bysshe Shelley, and Mary Wollstonecraft Shelley, author of Frankenstein. Though they had no children, Lady Shelley and Sir Percy raised Bessie Florence Gibson, called &quot;Floss,&quot; as their own; she was possibly the daughter of Lady Shelley's brother. Florence Trevor [later married name Blake] was Sir Percy's cousin, the child of his father's sister Mary. Record of three yachting trips taken by Lady Shelley and Sir Percy Florence Shelley between 1852 and 1860, with 22 of Lady Shelley's original ink and watercolor sketches of landscape scenery. The first trip (24 July-14 August, 1852) is through the lochs of Scotland and includes sketches of the Mare Isles [i.e., Garvellachs] and the Isle of Scarba. While in Scotland the Shelleys are greeted by &quot;all the St Johns,&quot; the family of Lady Shelley's late first husband; they also discover a dead body in a cottage at St. Augustus, go mushrooming near the ruins of Castle Urquhart, and spot whales. The &quot;2nd Cruize of the Ginevra&quot; (15 February-31 May, 1853) takes the Shelleys from England southward, past Guernsey, through the Bay of Biscay and down the Spanish and Portuguese coasts. They then sail through the Strait of Gibralter, onward through the Greek islands, and end up in Contantinople. Lady Shelley includes sketches of Gibralter, and the Spanish and African coasts opposite it; Valetta; the Sicilian coast; Girgenti, on road to the temples; Etna, from Cape Passaro; Syracuse; Scilla; Messina; Palermo; and Corfu. On &quot;Our first Cruize in the Flirt&quot; (3 October-6 December, 1860), the Shelleys make their way to Coruña, Spain where they spend a few days. Lady Shelley notes that a pressed flower, present in the volume, was &quot;Gathered from Sir John Moore's tomb, given to [her] by little Floss.&quot; After enduring very bad weather, they anchor &quot;two miles east of Vigo.&quot; At the end of the volume, reverso, are three poetical pieces in various other hands: &quot;From the home of my childhood thus young am I driven,&quot; signed &quot;J. T.,&quot; dated May 1, 1853; &quot;Shadows on the Water,&quot; by Florence Trevor, 1848; and &quot;Lines written at Boscombe,&quot; in the hand of Richard Garnett. One unidentified landscape sketch is laid in the album.
24515.xml	ArchivalResource	Willa Kim designs 	1905-2014	English	164 boxes, 10 tubes; 63.26 linear feet	The New York Public Library. Billy Rose Theatre Division.	http://archives.nypl.org/the/24515.xml	Willa Kim was a Korean-American costume designer. She began working in film and theater in the 1940s. Early in her career, she worked as an assistant to set and costume designer Raoul Pène Du Bois. This collection includes Willa Kim's sketches, research, costume notebooks and bibles, scripts, programs and correspondence for Broadway, Off-Broadway, ballet, regional productions, international tours and television.
24887.xml	ArchivalResource	Kenneth Koch letters 	1961; 1967		.08 linear feet (1 custom document box)	The New York Public Library. Henry W. and Albert A. Berg Collection of English and American Literature.	http://archives.nypl.org/brg/24887.xml	Kenneth Koch (1925-2002) was an American poet, playwright, essayist, screenwriter, novelist, and short-story writer. Kenneth Koch letters, 1961 and 1967, comprise his typed letter signed (2 pages) to &quot;Don,&quot; dated [1961] February 10 at 69 Perry Street, New York City, and his typed letter signed (1 page) to poet James Schuyler (&quot;Jimmy&quot;), dated Thursday at 278 West 4th Street, with envelope postmarked 1967 June 1. The letter to Schuyler at Southampton, Long Island, encloses their collaborative poem &quot;Titian Welds a Sculpture&quot; (typescript with pencilled comment, 1 page), and a &quot;mystery item,&quot; not present. The names James Schuyler & Kenneth Koch are typed below the poem's text. Koch's letter to Don discusses his work translating Haitian poetry and mentions his review of Frank O'Hara's poem &quot;Second Avenue,&quot; appearing in the Partisan Review in 1961. Based on Koch's remarks regarding payment for his poems in The New American Poetry 1945-1960, it is likely that the recipient was Donald M. Allen, editor of the anthology
24893.xml	ArchivalResource	Helene Richter manuscript material 			2 items	The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.	http://archives.nypl.org/cps/24893.xml	Helene Richter, Viennese scholar of English literature. · To the Secretary of the Shelley Society [Sydney E. Preston?] : 2 letters : -- 1 autograph letter signed : 28 Nov [1888] : (S'ANA 0113f) : 1 ¹/₂ pages (double sheet) : from Wien, Fleischmarkt 17 : begins, &quot;Knowing that it is the aim of the Shelley-Society to promote the popularity of this poet, and flattering myself that I have contributed . . . .&quot; -- 1 autograph letter signed : 10 Feb 1889 : (S'ANA 0113g) : 2 pages (double sheet) : from Vienna, Fleischmarkt 17 : begins, &quot;Taking a great interest in all that concerns the Shelley-Society and sharing her endeavours . . . .&quot;.
25596.xml	ArchivalResource	Gladys H. MacDonald papers 	1924-1959		.4 lin. ft. (1 archival box)	The New York Public Library. Schomburg Center for Research in Black Culture, Manuscripts, Archives and Rare Books Division.	http://archives.nypl.org/scm/25596.xml	The Gladys MacDonald Papers include documents from MacDonald's personal life and from the organization Harlem Speaks, a forum dedicated to stimulating discussion of major issues affecting community life. Most of the personal documents are biographical sketches and correspondence regarding her employment history and job search. Harlem Speaks material contains correspondence (1952-1958), event and meeting information such as flyers, invitations, minutes, notes and agendas. There are also financial reports, fundraising letters and proposals as well as press clippings. Address lists and approximately one hundred address cards provide membership information.
24845.xml	ArchivalResource	Frederick Melton photographs 	1949-1954	English	2 boxes; 0.84 linear feet	The New York Public Library. Jerome Robbins Dance Division.	http://archives.nypl.org/dan/24845.xml	Atlanta-born photographer Frederick Melton (1918-1992) came to Manhattan in 1939, where he worked in a variety of creative media. He was eventually introduced to George Balanchine and Jerome Robbins of the New York City Ballet, where he photographed nearly every facet of the company from the late 1940s through the 1950s. The Frederick Melton photographs collection of negatives and contact prints capture some of the company's most well-known productions, including intimate backstage moments, and set and costume designs. Many notable principal dancers are represented, including Tanaquil Le Clercq and Maria Tallchief, as well as co-founders Jerome Robbins and George Balanchine. Melton also focused on the School of American Ballet, the associate school founded by George Balanchine, where he photographed classrooms, students, and faculty.
24676.xml	ArchivalResource	Merrill Ashley papers 	1950-2017	English	39 boxes; 14.37 linear feet	The New York Public Library. Jerome Robbins Dance Division.	http://archives.nypl.org/dan/24676.xml	Merrill Ashley (1950 - ) is an American ballerina who danced for 31 years with the New York City Ballet, most of them under George Balanchine. Her papers, dating from 1950 to 2017, document her career through ballet class and choreography notebooks; photographs; letters; diaries; book drafts and interview transcripts for her book Dancing For Balanchine; calendars and datebooks; programs and clippings; posters; artifacts such as pointe shoes; and books.
24892.xml	ArchivalResource	Scene of Shelley's last years. [cartographic material] 			1 map; ink on paper; 473 x 309 mm	The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.	http://archives.nypl.org/cps/24892.xml	Original illustrative map drawing commissioned for the Shelley and his Circle publication project, first published in volume VI (1973).
24886.xml	ArchivalResource	Joanna Baillie manuscript material 			16 items	The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.	http://archives.nypl.org/cps/24886.xml	Joanna Baillie, Scottish playwright and poet. · To Sophia Denman Baillie, her sister-in-law : 1 autograph letter signed : [no date] : (MISC 1915.33v) : [no place] : 1 ¹/₂ pages (single sheet) : begins, &quot;I have committed a most stupid mistake . . . .&quot; Mounted on leaf 33 verso of the Lawrence of Lower Dredgeman Hill autograph album. Shelved under &quot;Lawrence&quot; with bound manuscript volumes.
24672.xml	ArchivalResource	Rafael Sala papers relating to the America's Making exposition 	1920-1921	EnglishMaterials are in English and Spanish.	1 box; .21 linear feet	The New York Public Library. Manuscripts and Archives Division.	http://archives.nypl.org/mss/24672.xml	Rafael Sala (1891-1927) of Cataluña was a Spanish painter associated with various modern art movements of the early 20th century. He lived in New York City from 1919 to 1923. America's Making was an exposition held at the 71st Regiment Armory in New York City from October 29 to November 12, 1921. Its purpose was to present three centuries of immigrant contributions to the nation through educational exhibitions and pageantry. The Rafael Sala papers relating to the America's Making exposition, 1920-1921, consist of typescript correspondence, reference files, and printed matter regarding his participation as chairman of the Hispanic Section's Committee on Exhibits. Correspondents include John H. Finley, William Laurel Harris, H.C. Heaton, John Musser, and Lawrence A. Wilkins. Sala's reference files, 1920-1921, bound with metal clips, contain typescript memoranda prepared by America's Making, Inc. and the Hispanic Section outlining Hispanic contributions to the nation to guide their own work, with mention of exhibit and pageantry plans. Similar collected memoranda, two addressed to him as committee chair, are grouped under the file title &quot;America's Making Suggestions.&quot; A pamphlet and copies of a flyer issued by America's Making, Inc. are also included.
24868.xml	ArchivalResource	W. H. Stephan photographs 	1949-1959	English	9 boxes; 3.58 linear feet	The New York Public Library. Jerome Robbins Dance Division.	http://archives.nypl.org/dan/24868.xml	W. H. (Wilbur Hulin) Stephan (1921-1959) was a Ohio born photographer who specialized in dance. The W. H. Stephan photographs date from 1949 to 1959 and are comprised of black and white negatives and photographic prints of numerous ballet and modern dance companies throughout New York City and the greater tri-state region. The majority of the collection documents the productions and dancers of well-known companies, chiefly American Ballet Theatre, Ballet Russe de Monte Carlo, New York City Ballet, and Slavenska-Franklin Ballet. The photographs captured the New York modern dance scene and its well-known figures including Merce Cunningham, Myra Kinch, Pearl Lang, Sophie Maslow, and Paul Taylor.
24895.xml	ArchivalResource	Scrapbooks on Sarah Siddons 	1780-1837	English	2 volumes	The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.	http://archives.nypl.org/cps/24895.xml	Two quarto scrapbooks put together by an unidentifed compiler, containing a large collection of newspaper clippings, playbills (printed originals and manuscript tracings), and various theatrical notices relating to the career of Sarah Siddons. Includes manuscript accounts, checks, and statements of payment to her; and letters, most by her husband, William Siddons, some by her son, Henry Siddons, a few by Sarah Siddons herself. Bound in drab wrappers, paper-covered cloth spines with manuscript spine titling. Formerly owned by Alfred Morrison, with his monogram bookplate in each volume.
24894.xml	ArchivalResource	Collection of drawings and various papers once belonging to Elizabeth Morgan 			9 items	The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.	http://archives.nypl.org/cps/24894.xml	Elizabeth Morgan, née Bonney. Her birth date remains uncertain, but she was born in London, and was still a minor on 24 April 1818 when she married Thomas Morgan (1786-1862), of Dixon, Morgan and Co., wine and spirits traders. A stained glass window in St. Olave's Church, Hart Street, bears an armorial decoration commemorating the union. Elizabeth was a close friend of the novelist Jane Porter; she signed her letters to Porter with the nickname &quot;Belinda.&quot; The Morgans had at least five children: Thomas (1819-1892), who helped run the family business in London; Francis (1820-1876), who moved to Spain to handle the family business's connections there; Aaron Augustus (1822-1888), a clergyman and Shakespeare scholar; Emily Eustatia, married name Gruggen (1828-1909); and Adelaide Elizabeth, married name Beresford (1837-1902). Elizabeth Morgan died at the age of 65, and was buried in All Souls, Kensal Green on 9 July 1866. Her grandson, Fr. Francis Xavier Morgan (1857-1935) was the legal guardian of the fantasy writer J. R. R. Tolkien. Five of the nine items appear to have been torn out of the same quarto-sized sketchbook: an original ink drawing of a cavalier soldier, by Robert Ker Porter, signed by him and inscribed to Mrs. Morgan, 25 May 1841; an original watercolor of a women's charitable home inhabitant soliciting donations, signed &quot;E. M.&quot;; a pencil drawing of &quot;Bradley Rectory,&quot; signed &quot;F. J. G., 1851&quot;; a page of manuscript music, &quot;Le dernier Soupir,&quot; signed &quot;M. T.&quot;; and a pencil and watercolor copy of R. Westall's portrait of Lady Charlotte Harley, &quot;Lord Byron's Ianthe.&quot; The other items include: a small unbound notebook (50 total pages, some blank) in Elizabeth Morgan's hand, circa 1849-1850, which includes biographical notes on Jane Porter, a note on Robert Ker Porter's &quot;Battle of Agincourt&quot; painting, notes from readings, tables of expenses, etc.; a printed invitation accomplished in manuscript, to Mr. Mrs. Morgan, for an event at Boyle Farm on 30 June 1829, from Lord Chesterfield, Lord Alvanley, Lord Castlereagh, Mr. de Roos, and Mr. Grosvenor; a watercolor of the Rialto Bridge in Venice; and a small pencil drawing, &quot;The House in which Lord Byron died at Missolonghi,&quot; signed &quot;E. H., 1834.&quot;.
21318.xml	ArchivalResource	Otto Harbach papers, Additions 	1923-1979	English	5 boxes; 1.58 linear feet	The New York Public Library. Billy Rose Theatre Division.	http://archives.nypl.org/the/21318.xml	Otto Harbach (1873-1963) was an author, librettist and lyricist, best known for songs such as &quot;Smoke Gets in Your Eyes,&quot; &quot;Love Nest,&quot; &quot;Indian Love Call,&quot; and &quot;The Night Was Made For Love;&quot;; and for musicals and plays such as No, No, Nanette; Roberta; The Firefly; and The Cat and the Fiddle. These additions to the Otto Harbach papers, dating from 1923 to 1979, are comprised of an oral history, writings, scores, scripts, lyrics, photographs, a scrapbook, home movies, and other sound and moving image recordings.
24923.xml	ArchivalResource	Nancy Reynolds collection 	1980-2014	English	82 boxes; 33.13 linear feet	The New York Public Library. Jerome Robbins Dance Division.	http://archives.nypl.org/dan/24923.xml	The Nancy Reynolds collection, dating from the 1980s to 2014 (bulk dates 1990s), primarily document the George Balanchine Foundation's commitment to continuing Balanchine's legacy as well as the day-to-day operations of this non-profit foundation. Nancy Reynolds is the director of the Foundation and is considered a leading authority on George Balanchine. The collection also contains files on the publication No Fixed Points: Dance in the Twentieth Century co-written with Malcolm McCormick.
